id,customer_name,amount,purchase_date
640,Kelsey Hines,64298.16,2024-10-12
641,NULL,67447.64,2023-11-13
642,Jasmine Richardson,61886.53,2024-04-06
643,Ashlee Johnson,90473.20,2023-08-20
644,Christian Graham,44950.83,2023-12-10
645,Steven Reid,42099.95,2025-03-12
646,Rachel Gilmore,32453.61,2025-03-14
647,Michael Jones,94967.39,2023-09-28
648,Scott Thompson,16124.79,NULL
649,Laura Spence,41646.65,2024-11-07
650,Laura Chen,45338.27,2024-11-24
651,John Houston,93003.40,2024-01-07
652,Ana Snyder,6724.81,2025-02-12
653,Corey Curtis,16004.54,2025-07-08
654,NULL,31348.41,2024-01-14
655,Kyle Hood,37758.46,2023-12-03
656,Joshua Brown,61901.75,2023-09-15
657,Bryan Jones,51609.49,NULL
658,Benjamin Nichols,71237.69,2025-03-23
659,Debra Jackson,94251.01,2025-02-02
660,Frederick Barton,40891.38,2023-11-13
661,Erica Flores,89783.78,2023-08-28
662,Paul Thomas,16031.40,2025-06-24
663,Julie Rubio,17080.98,2025-03-21
664,Melissa Sandoval,1814.60,2025-06-07
665,NULL,97383.61,2024-09-19
666,Curtis Miller,NULL,2025-02-27
667,Andrea Guerra,99478.61,2024-05-19
668,Paul Shea,15650.29,2024-06-17
669,Julie Hawkins,75825.56,2024-01-07
670,Justin Frost,69497.49,2023-10-03
671,Kelsey Ramsey,51098.72,2025-06-26
672,Audrey Cline,27068.00,2023-09-02
673,Jamie Jones,11389.66,2025-05-13
674,Thomas Nunez,15504.53,2025-01-07
675,Sherry Riley,61861.40,2024-11-06
676,Annette Sutton,77676.53,2025-01-30
677,Robert Hayes,44720.01,2024-07-20
678,Leah Griffin,88324.17,2023-11-07
679,Kimberly Brown,48893.94,2025-02-11
680,Beth Brennan,21996.61,2025-03-13
681,Jennifer Barr,61466.68,2024-01-06
682,Taylor Fisher,87263.00,NULL
683,David Jacobs,85093.49,2025-01-03
684,Cynthia Williams,8459.01,2025-06-14
685,John Barnett,54900.06,2024-07-14
686,NULL,29929.76,2024-06-26
687,Jennifer Johnson,61124.98,2024-07-22
688,Victor Houston,65564.94,2023-10-29
689,Kimberly Rice,79558.03,2025-02-24
690,NULL,9673.48,2024-01-06
691,John Patterson,37899.29,2024-01-10
692,Jeremy Riddle,85658.38,2024-04-28
693,David Holt,NULL,2024-03-17
694,Jean Case,72992.81,2025-07-01
695,Joshua Yang,18399.77,2025-01-19
696,Edward Mcintyre,14290.93,NULL
697,Sabrina Parker,30536.89,2025-06-28
698,Stacey Montgomery,9099.43,2025-02-23
699,Mark Santana,1409.79,2024-12-23
700,Dawn Fitzpatrick,27855.76,2024-12-05
701,John Castillo,48792.76,2025-04-25
702,Natalie Bass,38773.30,2025-04-01
703,Steven Holder,78124.17,2023-09-14
704,Nicholas Hill,28343.85,2024-04-29
705,Sarah Randall,34845.66,2024-08-01
706,Nicholas Ruiz,65743.71,2025-02-07
707,Tiffany Barnes,75341.33,2023-11-29
708,Maria Greene,56079.26,2023-11-14
709,Monica Anderson,20018.35,2023-12-25
710,Keith Brooks,60893.13,2024-07-01
711,Jordan Lewis,49963.64,2023-10-11
712,NULL,16351.28,2023-09-07
713,John White,48123.87,2025-05-23
714,Charles Williams DVM,NULL,2024-07-06
715,Allison Hayes,63156.04,2023-11-11
716,Jorge Brown,-458.84,2023-09-08
717,Angela Fernandez,49214.21,2023-09-19
718,Susan Torres,NULL,2023-08-15
719,Darlene Harrison,69881.29,2024-12-23
720,Bethany Smith,91146.32,2025-02-05
721,Cynthia Rose,99461.51,2024-01-21
722,Joan Morgan,96131.64,2024-11-14
723,Mr. Jacob Cook,52446.06,2024-03-06
724,Maria Smith,78868.85,2024-04-19
725,Michael Rodriguez,61606.78,2023-10-05
726,NULL,NULL,2024-07-30
727,Anne Baker,51319.38,NULL
728,Mindy Duran,42405.29,2024-09-17
729,Lisa Day,88569.61,2024-02-03
730,Ashley Wilson,11765.16,2024-03-16
731,Jon Mora MD,NULL,2024-08-04
732,Haley Chavez,948.68,2025-02-28
733,Paul Meza,93571.37,2025-01-21
734,David Duncan,793.47,2023-11-07
735,Michael Simmons,45372.43,2025-03-05
736,Monica Douglas,24044.86,2024-11-05
737,Shelby Huber,48852.33,2024-10-04
738,NULL,31857.74,NULL
739,Haley Burns,37170.25,2025-04-25
740,Joseph Chandler,22759.91,2025-06-20
741,David Lyons,56456.50,2024-12-21
742,Suzanne Bell DDS,89896.66,2023-08-21
743,Mary Decker,75292.17,2024-12-19
744,Gabriela Wolfe,62658.32,2024-08-10
745,Daniel Hernandez,24154.25,2023-08-23
746,Zachary Espinoza,62216.55,2025-01-22
747,NULL,20702.66,NULL
748,Jennifer Raymond,96527.37,2025-07-14
749,Melanie Ochoa,87513.63,2024-02-02
750,David Ramirez,13729.58,2024-05-28
751,Jason Gibson,46229.92,2024-04-24
752,Melissa Fuentes,92229.86,2024-05-04
753,Lisa Marsh,79667.49,2025-06-15
754,Michele Dawson,32768.00,2024-04-22
755,Edward Mcgee,12770.10,2024-12-05
756,Michael Price,14201.41,2023-10-22
757,Jessica Rodriguez,51465.27,2025-07-20
758,Sharon Wood,NULL,2023-10-09
759,Philip Johnson,46029.51,2024-09-26
760,Christopher Lucero,65379.13,2024-02-02
761,Corey Jones,93787.66,2024-01-05
762,Natalie Payne,NULL,2025-03-05
763,Steven Garcia,88036.01,2024-09-27
764,Todd Fox,NULL,2025-03-16
765,Melissa Rodriguez,79502.59,NULL
766,David Richardson,70498.44,2024-09-11
767,Linda Parsons,45404.06,2023-12-12
768,Ashley Acevedo,98884.66,NULL
769,Dennis Grimes,61255.98,2024-11-20
770,Theresa Smith,NULL,2025-07-10
771,Veronica Riley,50249.42,2024-09-03
772,Jasmin Mason,11862.93,2023-12-07
773,Michael Murphy,2978.77,2024-08-03
774,Renee Black,65820.21,2025-03-30
775,Stephanie Myers,74288.89,NULL
776,Connie Bryant,NULL,2025-04-25
777,Anthony Farrell,66843.45,2024-07-29
778,Ruth Parker,8532.98,2024-12-12
779,Pedro Miller,NULL,2025-01-30
780,Anthony Duncan,54483.10,2024-11-30
781,Sierra Brennan,38001.57,2023-09-07
782,Michael Strickland,79094.78,2024-04-04
783,Meagan Williams,18621.05,2023-10-03
784,Mrs. Heather Silva,94897.96,2024-02-26
785,Mr. Barry Hanson,16676.76,NULL
786,Stacey Rogers,45391.26,2024-08-29
787,Daniel Gaines,70231.44,NULL
788,Travis Robinson,72632.62,NULL
789,Joseph Perry,437.44,2024-05-16
790,Brian Thornton,69815.40,2024-01-17
791,Bryan Wells,32196.90,2025-04-19
792,Stephanie Gomez,57081.81,NULL
793,Erika Matthews,10892.89,2024-12-08
794,Pamela Williams,33672.11,NULL
795,Ryan Mcgee,22495.58,2025-03-04
796,Tammie Sellers,34848.23,2025-03-27
797,Steve Martinez,22125.52,2024-04-01
798,Elizabeth Mccormick,73255.36,2024-06-16
799,Robert Roberts,81980.34,2025-04-08
800,Jennifer Simmons,99564.28,2025-04-07
801,Jasmine Gibson,87232.23,2023-09-28
802,Robert Walker,93079.85,2023-11-09
803,Jeffrey Williams,48190.87,2025-04-22
804,Steven Hansen,19297.92,2024-01-16
805,Judith Williams,68599.16,2024-08-20
806,Jeffrey Reyes,24293.52,2025-05-12
807,Jacob Davis,23325.93,2024-05-03
808,Derrick Stark,2799.44,2024-01-09
809,Sarah Davis,12245.90,2023-10-30
810,Amanda Wells,93270.08,2024-08-28
811,Miranda Johnson,15691.70,2024-01-16
812,Matthew Bryant,34429.35,2024-03-12
813,Martha Lamb,NULL,NULL
814,Kathleen Shaffer,76091.09,NULL
815,NULL,41094.67,2025-04-16
816,Joel Moyer,95099.04,NULL
817,Alan Chambers,41628.72,2024-01-08
818,Christopher Richardson,23016.18,2025-05-09
819,Jesse Farrell,60607.38,2023-10-07
820,Kristin Ball,6241.77,2024-06-21
821,April Henderson,90115.39,2023-10-14
822,Marcia Russo,3455.14,2023-11-02
823,Alexandria Hodges,57260.03,NULL
824,Jacob Martinez,1799.77,2025-03-26
825,Debra Hernandez,NULL,2024-05-19
826,Michael Carson,51277.77,2023-10-07
827,Erika Hopkins,85168.53,2023-10-04
828,Kendra Rodriguez,84775.84,2024-05-25
829,Robert Walsh,31466.39,2025-06-22
830,NULL,14738.31,2024-04-15
831,Jenny Warren,75763.17,2025-01-22
832,Shannon Young,28529.51,NULL
833,Jacqueline Henderson,26373.23,2023-10-22
834,Amanda Anderson,13415.78,2025-07-19
835,NULL,4180.76,NULL
836,Amy Williams,955.25,2024-11-30
837,Kristi Clark,11434.49,2024-10-21
838,Angela Good,84914.58,2023-12-13
839,Dr. Elizabeth Cannon,-300.49,2024-12-24
840,Micheal Caldwell,87036.57,2024-02-02
841,Tammie Fry,71316.01,2025-05-29
842,Joseph Freeman,71924.33,2024-06-25
843,Angela Cervantes,7627.24,2024-07-04
844,Christine Rogers,84251.18,2024-10-28
845,Mariah Baker,37817.84,2024-08-17
846,NULL,88100.19,2025-04-21
847,Jimmy Miller,NULL,2024-10-06
848,Vickie Fowler,NULL,2023-09-20
849,Sandra Wong,97176.92,NULL
850,Natalie Young,2289.89,2024-04-20
851,Jonathan Williams,51225.60,2023-11-04
852,Steve Wilson,60010.67,NULL
853,Kelly Waters,75388.62,2025-03-21
854,Daniel Harrison,76570.21,2024-04-08
855,Sheena Simpson,4347.51,2023-12-18
856,NULL,31545.43,2024-09-28
857,John Kaiser,33319.55,2025-05-29
858,Tara Hill,48035.24,2023-09-27
859,Andrew Stephenson,14223.98,2024-08-10
860,Gary Young,91839.99,2025-04-23
861,Richard Moore,NULL,2024-01-19
862,Jonathan Morrow,33850.10,2024-12-21
863,Scott Wallace,11344.35,2025-06-02
864,Gina Griffith,69126.93,2025-07-10
865,Jodi Stewart,NULL,2025-03-02
866,Mrs. Jessica Hamilton DDS,88498.67,2024-09-01
867,John Patton,18042.56,2024-05-06
868,Tina Johnson,NULL,2025-03-06
869,Heather Davis,2614.80,2025-05-04
870,Christian Graham,57625.05,NULL
871,Brian Mcpherson,NULL,NULL
872,Jennifer Smith,NULL,2025-02-02
873,Devin Sullivan,96094.21,2024-10-07
874,Jay Sexton,89874.98,2024-02-16
875,Mary Stewart,71685.48,NULL
876,Paige Bennett,93899.15,2024-02-07
877,Angela Peters,10801.95,2025-07-11
878,Jordan Rodriguez,44198.23,2023-11-18
879,Steven Morrison,15947.58,2024-12-15
880,Kevin Reed,82417.47,NULL
881,Kathleen Bass,35879.36,2024-03-07
882,Dawn Brown,4179.64,2023-08-24
883,Don Curry,24918.43,2023-08-13
884,Joshua Weiss,98639.15,2024-10-19
885,NULL,99288.06,NULL
886,Aaron Burton,72244.05,2023-09-19
887,Norman Williams,NULL,2025-02-27
888,Kelly Collins MD,99120.09,2024-08-30
889,Dustin Salas,52066.40,NULL
890,Denise Adkins,18890.38,2024-03-31
891,Craig Mccoy,NULL,2023-11-25
892,Michael Taylor,88105.45,2024-05-20
893,Maria King,NULL,2023-10-11
894,Angel Roy,21973.95,2025-02-16
895,Corey Gilmore,6944.37,2024-07-02
896,Denise Robertson,96045.22,2024-02-16
897,Erika Alvarado,68992.92,2024-01-07
898,Derek Marshall,NULL,2025-08-01
899,James Porter,49959.12,2025-02-05
900,Carolyn Davis,73814.59,2023-10-09
901,Nicole Vance,69590.19,2025-05-12
902,Jacob Howard,53919.22,2023-11-26
903,Sara Dunn,25598.54,2025-04-12
904,Bianca Williams PhD,63979.74,2024-07-07
905,Ariel Clark,42148.83,2025-06-08
906,Rebecca Nash,62283.50,2025-05-11
907,Rose Mitchell,49207.47,2023-10-06
908,Tammy Ward,65848.16,2024-02-01
909,Devin Reed,31712.01,NULL
910,Jeanette Maxwell,38929.03,2024-10-12
911,Steven Freeman,51368.13,NULL
912,Bryan Jennings,NULL,2024-09-03
913,Jo Ross,32118.15,2023-12-04
914,Sherry Bailey,69287.21,2024-07-06
915,Christine Williams,84897.30,2025-01-08
916,Chelsea Fleming,16502.73,2023-12-27
917,Paul Wood,NULL,2024-07-18
918,Jeffrey Hickman,15404.34,2024-08-31
919,Laura Mcintosh,15054.46,2025-04-27
920,Marie Fowler,1907.88,2025-05-30
921,Tricia Boyle,92514.24,2024-01-07
922,Kristy Reid,83885.41,2024-10-10
923,Michael Smith,43510.95,2023-09-27
924,NULL,67011.30,2024-08-08
925,Jonathan Olson,39952.26,2023-10-06
926,Harry Hicks,65619.37,2024-07-24
927,Dawn Rodriguez,47310.57,2023-10-27
928,Katie Stephens,NULL,2024-08-25
929,Terri Herrera,2294.86,2025-01-28
930,Dana Washington,NULL,2025-06-16
931,Diane Baker,45426.27,2023-11-02
932,Patricia Kelley,77643.86,2024-05-20
933,Whitney Sanchez,49381.92,2024-11-06
934,Joshua Henderson,44733.36,2025-07-13
935,Michael Steele,31036.79,2024-08-26
936,Joseph Anderson,43077.78,2023-10-01
937,Roger Moore,28567.17,2023-11-27
938,Jessica Dougherty,41527.21,2023-10-29
939,Scott Fernandez,17032.32,2023-10-15
940,Diane Hicks,41952.78,2025-06-18
941,Andrea Garrett,93727.60,2023-11-02
942,Victoria Clark,4110.12,2024-07-20
943,Nicholas Martinez,4071.12,2024-12-29
944,Jose Rose,NULL,2023-08-23
945,Stacey Nichols,61865.74,2024-06-22
946,Robin King,NULL,2024-12-03
947,Sharon Hawkins,30606.13,2024-08-12
948,Amanda Harding,NULL,2023-11-16
949,Christine Cook,61846.45,2025-05-23
950,Mark Allen,99095.62,2025-04-13
951,Joseph Pratt,482.70,2024-09-18
952,Daniel Sanchez,12661.75,2025-04-24
953,Brooke Gray,38552.72,2025-01-23
954,Tony Martinez,39311.25,2024-08-22
955,Nicholas Morales,NULL,2025-03-11
956,Marvin Norris,67538.43,2025-04-25
957,Christopher Owens,89611.47,2024-11-18
958,Patrick Allen,89299.65,2024-12-22
959,Anna Miller,53491.16,2024-07-10
960,Nicole Love,29343.07,2024-11-15
961,Mary Hodge,79662.67,2023-12-28
962,Pamela Diaz,9230.10,2025-02-27
963,Kevin Hayes,42426.36,2025-05-19
964,Michael Johnson,NULL,2024-01-09
965,Kyle Guerra,43792.58,2025-05-01
966,Jodi Clark,46168.92,2025-05-22
967,Latoya Solomon,77162.49,2023-12-23
968,Melissa Ellis,22277.69,2024-04-13
969,Shane Yates,76485.86,2024-07-05
970,Kevin Brown,77985.61,2025-04-15
971,Benjamin Cardenas,1702.03,NULL
972,Samantha Gregory,12635.02,2024-06-23
973,Michele Benton,12438.38,2024-10-09
974,Jennifer Watts,NULL,NULL
975,Karla Jones,7279.84,2024-12-24
976,Guy Anderson,90056.92,2024-04-26
977,Nathan Garcia,78412.60,2025-03-09
978,Kurt Wall,20518.66,2024-04-25
979,Melanie Espinoza,NULL,2025-02-03
980,David Maldonado,17737.72,2025-02-02
981,Allison Conley,NULL,2025-08-01
982,Jerry Jenkins,65136.44,2024-03-01
983,Autumn Gould,24745.67,2025-07-05
984,Travis Hart,59783.86,2023-09-29
985,Jill Garza,46018.25,2024-10-04
986,Jennifer Martinez,68826.18,NULL
987,Randall Fisher,32750.11,NULL
988,Alan Morris,82543.35,NULL
989,Gloria Morales,85516.69,2023-08-16
990,Mary Mitchell,21298.54,2025-06-08
991,Richard Christian,99282.60,2023-10-30
992,Michelle Ramsey,94884.17,2024-03-24
993,Drew George,87733.79,2024-04-08
994,Brian Estrada,35225.96,2023-09-19
995,Thomas Jones,76918.28,2025-01-23
996,Andrea Williams,47179.01,2024-11-23
997,Michael Leach,NULL,NULL
998,Sarah Smith,60909.23,2024-09-05
999,Debbie Owens,14920.59,NULL
1000,Michael Wilson,32019.59,2024-05-30
1001,Jeff Price,47109.93,2024-01-25
1002,Jason Thomas,13765.60,2025-06-08
1003,Beverly Griffin,6568.91,2024-10-27
1004,Steven Swanson,88196.52,2023-11-10
1005,Erin Bowman,16619.55,2024-12-12
1006,Tammy Mcintosh MD,57343.01,2024-06-10
1007,Gary Adams,60170.79,2025-03-24
1008,Gregory Thomas,52338.50,2025-01-10
1009,Michael Molina,NULL,2024-11-15
1010,Mary Ross,6879.26,2024-08-24
1011,Peter Davis,67254.31,2023-11-22
1012,Brenda Martin,54488.43,2025-06-18
1013,Michael Alexander,7461.62,2024-04-16
1014,George Holmes,99243.64,2025-01-02
1015,John Duncan,NULL,2024-07-16
1016,Paula Moore,68732.49,2024-08-28
1017,Andrew Hart,68247.29,2023-10-17
1018,Christian Frazier,45066.81,2023-10-18
1019,Dennis Mendoza,29005.07,2024-05-23
1020,Teresa Waters,33644.45,2025-03-01
1021,Amy Rivas,58308.10,NULL
1022,Connor Smith,81424.37,NULL
1023,Ashley Black,50370.12,2025-04-08
1024,Devin Johnson,86939.02,2024-04-02
1025,Craig Ruiz,51666.32,2024-12-06
1026,Ronald Morrison,2801.25,2025-05-25
1027,Jason Anderson,93698.68,2023-09-05
1028,Charles Richards,NULL,2024-12-01
1029,Brooke Cruz,91279.22,2024-11-11
1030,John Avila,39936.54,2023-09-15
1031,Danielle Walker,35782.78,2024-03-07
1032,Robert Berry,52416.26,2023-08-30
1033,Kenneth Acosta,86138.52,2023-10-15
1034,Regina Mclaughlin,80784.08,2024-09-06
1035,Rachel Sanchez,14562.67,NULL
1036,Christine Wright,11883.57,2023-09-01
1037,Andrew Donovan,67377.60,2025-01-01
1038,David Holloway,49037.27,2025-04-06
1039,Kimberly Lopez,25805.91,2025-02-02
1040,James Horn,56199.13,2023-10-11
1041,Tracy Quinn,14989.21,2025-02-13
1042,Jonathan Moore,98201.13,2024-06-15
1043,Mikayla Garcia,20733.73,2025-04-07
1044,Kathleen Miller,74090.25,2025-04-07
1045,Michele Cole,40503.76,2023-08-02
1046,Meghan Munoz,51905.98,2023-09-17
1047,Theresa Short,NULL,2025-06-07
1048,Luis Gonzales,55346.08,2024-05-30
1049,Valerie Lewis,80098.54,2023-09-10
1050,Todd Kline,41278.75,2023-09-26
1051,Kim Smith,39459.60,2025-06-27
1052,Robert Stokes,32996.79,NULL
1053,Tammie Miller,65564.56,2024-01-23
1054,Isaiah Moore,45704.90,2024-10-12
1055,William Reed,45578.22,2023-11-14
1056,John Reese,76301.05,NULL
1057,Steven Torres,65150.99,2024-09-06
1058,Melissa Turner,27464.16,2023-10-29
1059,Penny Clements,88138.47,2024-05-05
1060,Thomas Davis,78589.64,2024-03-12
1061,Heather Perez,68120.57,2024-04-16
1062,Elizabeth Carpenter,21481.67,2023-12-18
1063,Michael Terry,20028.18,2023-09-03
1064,Alex Schaefer,79372.86,2025-05-18
1065,Heather Flores,13925.76,NULL
1066,Melissa Robinson,50301.88,2024-05-15
1067,Tracy Lowe,87204.23,2024-01-06
1068,James Vaughn,32478.32,2023-09-28
1069,Calvin Lewis,81201.08,2025-02-18
1070,Debbie Wood,23126.54,2024-03-05
1071,Nicholas Smith,49054.41,2025-01-28
1072,Alexis Dudley,94315.09,2025-03-12
1073,Elizabeth Mason,93873.86,2023-11-01
1074,Ryan Marshall,98025.78,2024-12-14
1075,George Powell,97247.60,2024-08-21
1076,NULL,67510.57,NULL
1077,Christina Wood,4435.65,2024-12-29
1078,Edward Davis,43420.03,2025-01-04
1079,John Swanson,20130.44,2024-07-03
1080,Rachel Scott,79749.57,2024-03-06
1081,Sharon Martin,20563.51,2025-07-20
1082,Robert Foster,14522.38,2023-09-29
1083,NULL,46487.25,2024-01-14
1084,Jennifer Gomez,40319.52,2023-09-15
1085,Belinda Spence,26606.36,2025-07-28
1086,Kimberly Mccormick,19795.52,2024-03-28
1087,James Hendricks,59953.67,2025-02-03
1088,James Walker,39929.19,NULL
1089,Sheena Carroll,NULL,2023-09-20
1090,Dr. Lisa Spence,52236.17,2025-01-20
1091,James Jackson,78776.94,2024-05-18
1092,Cole Jones,33004.89,2025-02-08
1093,Joshua Christensen,85010.28,NULL
1094,Sabrina Hall,13011.85,2024-07-13
1095,Steven Mathis,55228.55,2023-10-19
1096,Jose Young,5971.86,2023-12-13
1097,Kyle Smith,60391.63,2024-03-11
1098,Jon Bean,NULL,2025-03-05
1099,Mr. Timothy Gardner,33492.70,2025-06-09
1100,Kelly Riley,63359.33,2024-10-27
1101,Kelli Charles,66968.43,2025-06-22
1102,NULL,NULL,2023-12-04
1103,Emily Sutton,97996.84,2024-10-25
1104,David Sellers,46829.38,NULL
1105,Kathryn Osborne,66222.71,2024-01-30
1106,Andrew Nelson,72864.99,2024-02-10
1107,Joann Olson,66106.92,2024-01-05
1108,Marcia Campbell,89859.97,2024-05-11
1109,Tony Davis,84137.29,2025-07-28
1110,NULL,56338.90,2025-03-19
1111,Beverly Pham,45383.40,2025-03-31
1112,Kevin Lynch,31060.66,2023-11-03
1113,Christopher White,48547.68,2024-08-30
1114,Steven Robinson,16442.71,2025-02-08
1115,Carmen Garcia,34836.69,NULL
1116,Ashley Bailey,7275.62,2024-02-06
1117,Andrew Ochoa,44811.10,2024-07-24
1118,Jeffrey Odonnell,25030.08,NULL
1119,Joe Phillips,36492.24,2025-06-29
1120,Morgan Burnett,63414.21,NULL
1121,Susan Meadows,50169.34,2025-05-19
1122,Ashley Caldwell,57433.24,NULL
1123,Scott Dean,2717.20,2025-06-01
1124,Bruce Walker,93081.28,2024-07-27
1125,Bethany Flynn,69989.21,2024-01-21
1126,Stefanie Perkins,12104.63,2024-04-18
1127,Holly Park,77938.08,NULL
1128,Lorraine Schaefer,41751.21,2024-10-03
1129,Nancy Sanchez,91779.62,2025-03-06
1130,Angela Taylor,NULL,2024-11-13
1131,Scott Johnson,39270.92,2024-07-17
1132,Maureen Sullivan,95098.16,2025-04-06
1133,Mark Moreno,24689.30,2023-12-17
1134,Blake Bright,63043.50,NULL
1135,Christopher Ross,37927.07,2025-02-24
1136,Charles Henry,62653.85,2024-04-18
1137,Natasha Garcia,1065.78,2024-11-28
1138,NULL,80881.48,2024-01-26
1139,Adam Murray,73982.27,2024-11-29
1140,David Stewart,98011.59,NULL
1141,Travis Parker,42280.13,2023-12-06
1142,Mr. Aaron Rice,17677.07,2025-07-30
1143,Michelle Winters,-438.69,2025-06-23
1144,David Lawrence,11369.78,2023-09-02
1145,Melissa Shaw,2413.42,2023-11-27
1146,Anthony Carney DDS,33667.26,2025-01-18
1147,Keith Welch,89143.78,2024-01-30
1148,Kimberly Garcia,37634.05,2025-07-29
1149,Jill Brown,10831.78,2024-06-10
1150,NULL,62841.60,2023-09-24
1151,Tina Myers,16296.77,NULL
1152,Lindsay Miller,11336.75,2025-03-28
1153,Kelsey Washington,55008.92,2025-06-08
1154,Allison Roberts,9921.82,2025-06-18
1155,Ryan Long,38164.83,2025-06-28
1156,David Pena,NULL,2025-01-15
1157,William Butler,5314.57,2025-06-25
1158,Michael Hardin,97040.81,2023-10-22
1159,Matthew Lee,NULL,2023-10-10
1160,Scott Mueller,53569.64,2025-04-24
1161,Larry Allen,82346.94,2025-01-15
1162,Robert Brown,88933.83,2025-07-25
1163,David Mendez,NULL,NULL
1164,Craig May,43408.63,2025-04-20
1165,Tiffany Ferrell,NULL,NULL
1166,John Johnson,60919.32,2024-06-01
1167,Andrea Hanson,10128.36,2023-10-14
1168,NULL,31915.70,2024-09-25
1169,Daniel Lindsey,NULL,2025-04-25
1170,Frank Russell,50508.09,2024-04-27
1171,Mary Johnson,NULL,2025-01-19
1172,Dawn Fisher,56302.53,2024-02-28
1173,Austin Tran,49190.20,2024-06-14
1174,Jason Williams,43659.79,2023-09-09
1175,Jason Sandoval,66562.59,2024-10-03
1176,NULL,NULL,2024-09-11
1177,NULL,39079.28,2024-10-27
1178,Kevin Kent,NULL,NULL
1179,Angel Chase,93297.62,2025-04-26
1180,NULL,42917.63,2024-04-04
1181,Douglas Nguyen,22803.66,2023-12-22
1182,NULL,41503.80,2023-12-09
1183,Jack Wilson,49897.93,2025-02-03
1184,Timothy Gross,36648.01,2025-04-18
1185,Michael Anderson,71758.99,2024-09-03
1186,Stacey Harris,NULL,2025-03-17
1187,Lisa Hartman,28353.87,2023-12-18
1188,Melissa Tanner MD,3683.58,2024-05-30
1189,Kara Crawford,10337.32,2024-10-08
1190,Erica Miller,61470.74,NULL
1191,Cindy Reynolds,86208.30,2023-09-19
1192,Roger Henry,82022.96,2025-01-12
1193,Joseph Hodges,47005.87,2025-01-08
1194,NULL,NULL,2023-10-21
1195,Michelle Miller,68900.01,2024-02-04
1196,Cheryl Garza,57763.54,2023-09-20
1197,Michele Moore,30160.79,NULL
1198,Kayla Daniel,NULL,2025-01-24
1199,Leah James,37928.89,2024-10-02
1200,Ray Greer,55363.06,2023-09-01
1201,Wayne Stark,43909.90,2023-11-19
1202,Melissa Miller,99980.77,2025-07-28
1203,Benjamin Wilson,NULL,NULL
1204,Diana Moore,53554.75,2024-02-10
1205,Jessica Nguyen,24671.60,2024-04-13
1206,Zachary Rich,55626.90,2024-08-07
1207,Annette Hernandez,36580.09,2024-08-22
1208,Sally Stevens,19898.92,2024-08-27
1209,John Nelson,NULL,2024-01-23
1210,Michael Cortez,70521.25,2023-10-02
1211,Cheyenne Hamilton,72115.01,2024-03-04
1212,Kristin Camacho,31096.25,2025-06-22
1213,Michael Allen,6175.78,2025-03-22
1214,Harry Lozano,NULL,2024-07-19
1215,Michael Sherman,33484.59,2025-04-02
1216,Julia Goodwin,74969.24,2024-07-29
1217,Jonathan Johnson,38758.28,2025-04-24
1218,Amanda Johnson,21743.37,2023-11-01
1219,Jordan Holt,32032.91,2023-12-16
1220,Amy Contreras,65238.94,2023-08-02
1221,Lisa Ellis,51442.74,2023-09-21
1222,Scott Powers,NULL,2024-01-01
1223,Anna Brooks,94732.06,2025-04-21
1224,Melissa Davis,31896.34,2024-10-09
